"51.05","42.12","59.98","1.03","0.93","1.1","405235","434297","620100","564200","2.93","455.2","460.0","30-Jul-2020","3.41","Mon Jul 06 10:33:01 IST 2020"
"51.05","42.12","59.98","1.03","0.89","1.14","401709","452505","630500","553800","3","455.2","460.0","30-Jul-2020","3.41","Mon Jul 06 10:34:06 IST 2020"
"51.04999923706055","42.12","59.98","0.91","0.81","0.99","398889","492161","614900","618800","2.99","456.0","460.0","30-Jul-2020","3.41","Mon Jul 06 10:36:03 IST 2020"
"51.05","42.12","59.98","0.89","0.8","0.96","403810","503978","609700","635700","2.86","455.7","460.0","30-Jul-2020","3.41","Mon Jul 06 10:37:07 IST 2020"
"51.11","42.12","60.1","0.83","0.76","0.88","407007","536409","582400","659100","2.77","455.0","460.0","30-Jul-2020","3.41","Mon Jul 06 10:39:08 IST 2020"
"0.83","51.11","42.12","60.1","0.76","0.88","413825","542718","587600","668200","2.84","455.0","460.0","30-Jul-2020","3.41","Mon Jul 06 10:40:02 IST 2020"
"0.98","50.75","41.39","60.1","0.83","1.1","424086","510573","670800","612300","2.99","454.7","450.0","30-Jul-2020","3.41","Mon Jul 06 10:41:55 IST 2020"
"1.01","48.35","3.05","42.1","54.6","0.91","1.09","482307","531456","677300","621400","455.8","460.0","30-Jul-2020","3.41","Mon Jul 06 10:44:46 IST 2020"
"1.0","48.35","3","42.1","54.6","0.91","1.08","482307","531456","670800","622700","455.8","460.0","30-Jul-2020","3.41","Mon Jul 06 10:45:18 IST 2020"
"0.96","48.35","3.04","42.1","54.6","0.95","0.97","494906","521521","618800","635700","455.55","460.0","30-Jul-2020","3.41","Mon Jul 06 10:47:35 IST 2020"
"0.98","48.35","3.1","42.1","54.6","0.98","0.98","509581","522026","621400","635700","455.95","460.0","30-Jul-2020","3.41","Mon Jul 06 10:48:20 IST 2020"
"1.04","48.35","3.29","42.1","54.6","1.02","1.06","516368","507412","631800","596700","455.95","460.0","30-Jul-2020","3.41","Mon Jul 06 10:50:20 IST 2020"
"1.0","48.35","3.23","42.1","54.6","1.0","1.01","526569","527468","625300","620100","456.8","460.0","3.41","30-Jul-2020","Mon Jul 06 10:50:57 IST 2020"
"1.0","49.3","3.15","42.15","56.44","0.98","1.03","523664","536634","630500","614900","456.75","460.0","3.41","30-Jul-2020","Mon Jul 06 10:52:47 IST 2020"
"0.92","49.3","2.97","42.15","56.44","0.92","0.92","515092","560637","608400","660400","455.75","460.0","3.41","30-Jul-2020","Mon Jul 06 10:55:11 IST 2020"
"0.96","49.3","3.05","42.15","56.44","0.94","0.98","523322","559601","637000","650000","455.75","460.0","3.41","30-Jul-2020","Mon Jul 06 10:57:19 IST 2020"
