"48.06999999999999","45.98","50.16","3.06","3.18","2.96","3477412","1093074","3855600","1301400","2.91","194.25","195.0","30-Jul-2020","3.32","Mon Jul 06 10:32:56 IST 2020"
"48.06999999999999","45.98","50.16","2.98","3.11","2.86","3502750","1126027","3882600","1355400","2.8","194.25","195.0","30-Jul-2020","3.32","Mon Jul 06 10:34:07 IST 2020"
"48.06999969482422","45.98","50.16","3.01","3.16","2.89","3510865","1111996","3904200","1352700","2.94","193.7","195.0","30-Jul-2020","3.32","Mon Jul 06 10:36:04 IST 2020"
"48.07","45.98","50.16","3.0","3.16","2.87","3525617","1114303","3901500","1360800","2.94","193.9","195.0","30-Jul-2020","3.32","Mon Jul 06 10:37:06 IST 2020"
"48.07","45.98","50.16","3.01","3.2","2.85","3540979","1107178","3944700","1382400","2.94","194.0","195.0","30-Jul-2020","3.32","Mon Jul 06 10:39:06 IST 2020"
"3.14","48.07","45.98","50.16","3.23","3.06","3542297","1095242","3944700","1287900","3.04","194.0","195.0","30-Jul-2020","3.32","Mon Jul 06 10:39:54 IST 2020"
"3.15","48.07","45.98","50.16","3.26","3.06","3545428","1087217","3944700","1287900","3.1","194.1","195.0","30-Jul-2020","3.32","Mon Jul 06 10:41:47 IST 2020"
"3.16","48.17","3.12","46.71","49.63","3.3","3.05","3579330","1085896","3958200","1298700","194.3","195.0","30-Jul-2020","3.32","Mon Jul 06 10:44:42 IST 2020"
"3.14","48.17","3.12","46.71","49.63","3.26","3.04","3571054","1095156","3955500","1301400","194.3","195.0","30-Jul-2020","3.32","Mon Jul 06 10:45:14 IST 2020"
"2.95","48.17","2.94","46.71","49.63","3.09","2.83","3553733","1149716","3904200","1379700","194.25","195.0","30-Jul-2020","3.32","Mon Jul 06 10:47:31 IST 2020"
"2.94","48.17","2.94","46.71","49.63","3.06","2.83","3563383","1162884","3904200","1379700","194.25","195.0","30-Jul-2020","3.32","Mon Jul 06 10:48:22 IST 2020"
"2.84","48.17","2.73","46.71","49.63","2.99","2.71","3516965","1174421","3906900","1441800","193.85","195.0","30-Jul-2020","3.32","Mon Jul 06 10:50:22 IST 2020"
"2.8","48.17","2.67","46.71","49.63","2.98","2.65","3524060","1183378","3874500","1460700","193.4","195.0","3.32","30-Jul-2020","Mon Jul 06 10:51:01 IST 2020"
"2.83","49.14","2.67","48.56","49.72","3.02","2.67","3564288","1179012","3904200","1463400","193.5","195.0","3.32","30-Jul-2020","Mon Jul 06 10:52:52 IST 2020"
"2.87","49.14","2.67","48.56","49.72","3.03","2.74","3551262","1173130","3909600","1428300","193.5","195.0","3.32","30-Jul-2020","Mon Jul 06 10:55:39 IST 2020"
"2.92","49.14","2.8","48.56","49.72","3.06","2.81","3565634","1163926","3925800","1398600","193.65","195.0","3.32","30-Jul-2020","Mon Jul 06 10:57:27 IST 2020"
