"BHARTIARTL","0.46339712"
"ASHOKLEY","1.5305847"
"NIITTECH","0.40053764"
"NATIONALUM","0.47408107"
"AUROPHARMA","0.5012891"
"SIEMENS","0.29840636"
"CUMMINSIND","0.48618785"
"GMRINFRA","0.39717224"
"RAMCOCEM","0.28658536"
"IGL","0.4603685"
"DIVISLAB","0.90909094"
"MUTHOOTFIN","0.3608592"
"ESCORTS","0.46371832"
"BIOCON","0.48106447"
"IDEA","0.5038258"
"PAGEIND","0.5365854"
"AMARAJABAT","0.36038962"
"LUPIN","0.61090845"
"TORNTPHARM","0.6736111"
"RELIANCE","0.60327935"
