"0.0","4.99","219.75","2587","0","Sat Jun 20 17:09:57 IST 2020"
"0.0","4.99","219.75","2587","0","Sat Jun 20 17:14:38 IST 2020"
"0.0","4.99","219.75","2587","0","Sat Jun 20 17:17:08 IST 2020"
"0.0","4.99","219.75","2587","0","Sat Jun 20 17:18:55 IST 2020"
"0.0","4.99","219.75","2587","0","Sat Jun 20 17:20:55 IST 2020"
"0.0","4.99","219.75","2587","0","Sat Jun 20 17:26:22 IST 2020"
"0.0","4.99","219.75","2587","0","Sat Jun 20 17:26:57 IST 2020"
"0.0","4.99","219.75","2587","0","Sat Jun 20 17:27:31 IST 2020"
"0.0","4.99","219.75","2587","0","Sat Jun 20 17:28:06 IST 2020"
"0.0","4.99","219.75","2587","0","Sat Jun 20 17:28:41 IST 2020"
"0.0","4.99","219.75","2587","0","Sat Jun 20 17:29:16 IST 2020"
"0.0","4.99","219.75","2587","0","Sat Jun 20 17:29:51 IST 2020"
"0.0","4.99","219.75","2587","0","Sat Jun 20 17:30:31 IST 2020"
"0.0","4.99","219.75","2587","0","Sat Jun 20 17:34:42 IST 2020"
"0.0","4.99","219.75","2587","0","Sat Jun 20 17:35:17 IST 2020"
"0.0","0.0","0.0","4.99","219.75","2587","0","2587","0","Sat Jun 20 17:59:35 IST 2020"
"0.0","0.0","0.0","4.99","219.75","2587","0","2587","0","Sat Jun 20 18:00:48 IST 2020"
"1.75","0.0","1.75","4.99","219.75","2587","0","562000","322000","Sat Jun 20 21:05:51 IST 2020"
"1.75","0.0","1.75","4.99","219.75","2587","0","562000","322000","Sat Jun 20 21:34:06 IST 2020"
"1.75","0.0","1.75","4.99","219.75","2587","0","562000","322000","Sat Jun 20 21:37:56 IST 2020"
"1.75","0.0","1.75","4.99","219.75","2587","0","562000","322000","Sat Jun 20 21:50:52 IST 2020"
"1.75","0.0","1.75","4.99","219.75","2587","0","562000","322000","Sat Jun 20 21:53:27 IST 2020"
"1.75","0.0","1.75","4.99","219.75","2587","0","562000","322000","Sat Jun 20 21:54:15 IST 2020"
"1.75","0.0","1.75","4.99","219.75","2587","0","562000","322000","Sat Jun 20 21:54:47 IST 2020"
